location_id,city,district,region,latitude,longitude,cost_index,avg_salary_level,population,remote_friendly
368,Can Tho,Later,Central,17.086556,108.554318,139,2825,8696219,TRUE
369,Hai Phong,Lawyer,North,17.299521,106.503015,119,2395,4552588,TRUE
370,Hai Phong,Begin,North,13.562081,109.074558,76,2696,9553322,FALSE
371,HCMC,Room,South,21.86063,109.727049,64,2785,6567571,FALSE
372,Can Tho,Fine,Central,12.579438,107.419267,94,1370,4984508,FALSE
373,HCMC,Trouble,South,17.381854,109.845712,84,2794,6855436,FALSE
374,Hai Phong,Ground,North,11.556943,108.014596,139,1696,8518199,TRUE
375,HCMC,Guess,South,20.213015,105.678111,135,2839,6075580,FALSE
376,Da Nang,Hold,Central,15.626412,105.663432,101,1694,4239941,FALSE
377,Hanoi,Challenge,North,17.270082,108.750576,92,2298,9535833,TRUE
378,Hai Phong,Remain,North,19.336052,109.12044,83,2253,6628993,TRUE
379,HCMC,Continue,South,10.10627,105.369315,88,1047,5600942,FALSE
380,HCMC,Office,South,10.961754,107.583218,77,2449,2778997,FALSE
381,Hanoi,Push,North,19.989465,106.118975,65,2412,4080851,TRUE
382,Hai Phong,Six,North,11.804607,107.252776,62,1572,7853077,TRUE
383,Hai Phong,Join,North,19.162107,108.688854,118,1462,5929496,FALSE
384,Hai Phong,Five,North,14.441951,107.387746,93,1991,993677,TRUE
385,Can Tho,Beat,Central,21.073194,106.600594,87,1379,6648880,TRUE
386,Da Nang,Here,Central,14.950537,107.544071,106,1772,7896295,TRUE
387,Hai Phong,Somebody,North,17.769706,105.358043,92,2473,1569739,FALSE
388,Hai Phong,Eye,North,21.250627,108.253157,82,2147,8214628,TRUE
389,Hai Phong,Fish,North,21.884073,109.812085,134,1989,2183748,FALSE
390,HCMC,Free,South,16.44235,109.458585,85,2252,7597327,TRUE
391,HCMC,Service,South,18.243802,107.878363,122,2866,7053478,TRUE
392,Hai Phong,Loss,North,20.414881,109.047372,94,2140,3834311,FALSE
393,HCMC,Just,South,15.839693,106.477591,129,2011,971849,TRUE
394,HCMC,Create,South,20.032952,108.084653,102,1063,4690683,TRUE
395,Da Nang,Simply,Central,14.61383,108.274249,75,2653,6202176,FALSE
396,Hanoi,Bring,North,15.27983,107.864553,85,2587,9749590,FALSE
397,Can Tho,Doctor,Central,16.221759,107.095091,61,2385,9237106,TRUE
398,Da Nang,Work,Central,10.848574,109.675683,96,1854,8991116,FALSE
399,Hanoi,Eight,North,13.737269,105.913322,72,1279,2159313,TRUE
400,HCMC,Least,South,12.511479,105.623909,100,1495,4108476,TRUE
401,Hanoi,Music,North,16.797341,105.033225,104,1159,3185280,FALSE
402,Hanoi,Represent,North,10.618597,105.620089,108,884,2283175,FALSE
403,Hai Phong,Gun,North,16.747926,106.632845,62,2436,2492146,FALSE
404,Hanoi,Anything,North,19.468224,106.196688,117,954,9774607,TRUE
405,Can Tho,Indicate,Central,11.399515,105.411544,127,2235,5590825,FALSE
406,Hai Phong,Voice,North,20.141184,106.845803,124,804,1867508,TRUE
407,Da Nang,Within,Central,17.770486,107.067743,65,1466,3161820,TRUE
408,HCMC,Thank,South,12.238444,108.63644,119,1767,944248,TRUE
409,HCMC,Thought,South,18.180554,108.423149,126,2097,4064348,TRUE
410,Hai Phong,Choice,North,20.046532,108.701475,80,2310,1505504,FALSE
411,Da Nang,Three,Central,13.294283,108.202198,131,2140,3742393,FALSE
412,HCMC,Stay,South,18.112842,106.603268,96,1083,8788174,TRUE
413,Da Nang,Natural,Central,17.985687,105.403492,125,1590,6497072,FALSE
414,HCMC,Least,South,18.748073,106.057716,84,1408,5725409,TRUE
415,Hanoi,Law,North,17.203407,109.142683,64,1707,790614,TRUE
416,Da Nang,Window,Central,11.823194,107.08122,80,1748,540373,FALSE
417,Hai Phong,Conference,North,12.039815,107.534749,92,2747,6493393,FALSE
418,HCMC,Material,South,14.805675,105.758181,138,838,873508,FALSE
419,HCMC,Style,South,13.850678,106.351933,88,948,7173890,FALSE
420,Da Nang,Partner,Central,13.054436,105.90694,82,1162,1488734,TRUE
421,Hai Phong,Shake,North,17.418493,106.80523,88,1644,2018075,TRUE
422,Hanoi,Board,North,14.056749,106.179438,70,1542,2125242,TRUE
423,HCMC,Town,South,18.377757,109.354582,72,2406,1370340,FALSE
424,Da Nang,My,Central,18.67531,106.850908,95,2914,782072,FALSE
425,Hai Phong,Yes,North,12.869491,106.362074,107,2376,6836610,TRUE
426,Can Tho,Do,Central,11.096193,106.213803,78,2552,5161740,TRUE
427,Can Tho,Speak,Central,17.110455,107.462154,60,1903,7138927,FALSE
428,Can Tho,Hot,Central,14.89067,106.014992,69,1127,6682318,FALSE
429,Da Nang,Take,Central,13.095053,109.681054,80,2994,1597463,TRUE
430,Da Nang,Economy,Central,15.934787,108.392355,137,1327,2276110,TRUE
431,Hai Phong,Already,North,16.574468,109.310503,136,1446,2013366,FALSE
432,Can Tho,Civil,Central,19.46933,108.140468,124,1627,7221902,FALSE
433,Da Nang,Herself,Central,15.337295,108.365575,78,1732,3699078,TRUE
434,Da Nang,Apply,Central,12.94548,105.451861,97,1086,3026779,FALSE
435,Hai Phong,Couple,North,12.374218,108.721906,125,897,1957221,TRUE
436,Hanoi,Many,North,20.293618,105.216027,102,2673,9144093,FALSE
437,HCMC,Change,South,17.350465,109.499748,126,1625,5535525,TRUE
438,Hai Phong,Go,North,10.293849,106.417615,131,2724,6636029,FALSE
439,Hai Phong,Toward,North,19.480548,109.13105,113,2349,6575381,FALSE
440,Da Nang,Stand,Central,15.199169,109.491465,96,2598,2434197,FALSE
441,HCMC,Game,South,21.69712,106.356356,99,1495,6953887,FALSE
442,Hanoi,Move,North,21.057761,108.952876,81,1272,9038430,FALSE
443,Can Tho,Part,Central,18.289761,107.798885,137,1223,6338296,FALSE
444,Can Tho,Near,Central,18.429054,108.330917,130,2931,9825559,FALSE
445,Da Nang,Activity,Central,15.273211,105.653686,80,2438,2675158,FALSE
446,HCMC,Loss,South,15.251667,105.353881,72,1825,9428829,TRUE
447,Hanoi,Reach,North,19.881584,107.200964,91,2500,2211302,FALSE
448,Hai Phong,Nature,North,16.531861,109.525073,64,2868,2905910,FALSE
449,HCMC,Since,South,21.400672,107.72303,110,1824,7755692,TRUE
450,Can Tho,Compare,Central,14.109159,106.705991,140,1855,5391740,FALSE
451,Hai Phong,Fall,North,10.231043,105.133297,129,2188,5971769,FALSE
452,Da Nang,Would,Central,10.680179,106.081764,110,2737,1951419,FALSE
453,Da Nang,Lot,Central,21.941227,107.354381,120,1891,4555293,FALSE
454,Hanoi,Material,North,10.141467,106.687569,62,1208,5557122,FALSE
455,Da Nang,Major,Central,20.981097,106.722099,63,2968,5412424,TRUE
456,HCMC,Leg,South,15.84714,109.387755,131,1848,8301542,FALSE
457,Can Tho,Improve,Central,20.989358,106.127619,82,1715,6111774,TRUE
458,Can Tho,Animal,Central,19.814166,107.802491,82,2512,6029027,FALSE
459,Hai Phong,Make,North,12.852815,106.561821,62,1467,8232729,FALSE
460,Can Tho,Here,Central,12.223851,105.033992,117,897,485284,FALSE
461,Da Nang,Traditional,Central,14.349517,105.559239,60,1765,1965355,FALSE
462,HCMC,Television,South,15.790733,105.890729,111,2781,2558308,TRUE
463,Da Nang,Next,Central,15.160917,105.351203,114,897,9518674,FALSE
464,HCMC,Perform,South,19.239276,108.580634,68,2264,7152625,TRUE
465,Can Tho,Job,Central,16.166482,105.189945,65,1751,1155309,FALSE
466,HCMC,Situation,South,14.973514,108.518889,98,1459,6498769,TRUE
467,Hai Phong,Rule,North,15.446263,105.849121,69,2903,9827877,TRUE
468,Can Tho,Career,Central,17.756047,105.700146,131,2536,7380847,FALSE
469,Hai Phong,New,North,14.579833,106.228684,127,2285,3743130,FALSE
470,HCMC,Will,South,17.761716,109.977856,83,1463,5672393,TRUE
471,Da Nang,Cell,Central,20.938376,107.216539,63,1907,2910043,TRUE
472,Can Tho,Talk,Central,16.46841,105.325721,72,1506,6997457,TRUE
473,Can Tho,Themselves,Central,17.704944,107.231828,129,2712,7035610,TRUE
474,Hai Phong,Recognize,North,20.253237,105.395587,134,2218,5298321,FALSE
475,Can Tho,Mind,Central,14.693264,109.281041,89,837,9384642,TRUE
476,Da Nang,Interesting,Central,13.086168,107.326959,115,2285,898386,FALSE
477,Da Nang,Agency,Central,18.267716,109.546237,136,1548,1726499,FALSE
478,Hanoi,By,North,19.221151,107.468704,61,2384,5535022,FALSE
479,Can Tho,Much,Central,10.419889,108.714004,110,1659,5032322,TRUE
480,Da Nang,Live,Central,21.3024,105.150673,110,1081,1237331,TRUE
481,Hanoi,Study,North,13.628146,107.807792,86,2835,2370860,FALSE
482,HCMC,Begin,South,13.692401,109.146365,121,1115,5757289,TRUE
483,HCMC,Trouble,South,20.820502,108.163677,115,2037,4560415,TRUE
484,Hanoi,Color,North,18.878057,108.697214,88,2509,7177504,TRUE
485,Da Nang,Well,Central,17.148866,109.182103,73,1769,261080,TRUE
486,HCMC,Some,South,13.555156,106.13881,129,1919,2050895,FALSE
487,Can Tho,During,Central,19.762695,109.416025,63,838,6763067,TRUE
488,Hanoi,Risk,North,13.816519,105.784105,97,1951,6001082,FALSE
489,Hai Phong,Rather,North,18.219989,109.543031,132,832,7449889,TRUE
490,Can Tho,Agency,Central,21.33112,107.070251,91,1353,159153,FALSE
491,Da Nang,Total,Central,12.1868,109.811366,107,1931,9054641,FALSE
492,Da Nang,Become,Central,16.022954,106.484093,69,2073,7321724,FALSE
493,Hanoi,Simple,North,21.515883,109.369856,83,2023,508691,FALSE
494,Can Tho,Gun,Central,21.140814,106.191824,92,2268,7647339,TRUE
495,HCMC,Tell,South,16.893149,109.671084,128,2468,8689813,TRUE
496,Can Tho,Indeed,Central,17.584254,108.560802,114,2085,3905137,TRUE
497,HCMC,Law,South,21.016197,108.208895,91,1424,6523500,TRUE
498,Can Tho,Despite,Central,14.228948,106.220865,70,2354,9154939,TRUE
499,Hai Phong,Name,North,10.118812,109.974801,136,1731,8536292,FALSE
500,Hai Phong,Bad,North,12.368075,109.752238,73,2860,8996592,FALSE
501,Hanoi,Get,North,14.751683,107.067816,119,1201,1641508,TRUE
502,Can Tho,Protect,Central,10.90982,108.727873,110,851,9493437,FALSE
503,Hanoi,Machine,North,21.637747,105.425424,67,1535,3348562,FALSE
504,HCMC,Its,South,16.045384,107.790187,115,1367,4889007,TRUE
505,HCMC,Direction,South,17.8041,108.883544,125,1858,3739292,TRUE
506,Da Nang,Fight,Central,13.883315,106.316978,88,2260,5629460,FALSE
507,Hanoi,Front,North,11.67324,108.273831,125,1071,6003763,FALSE
508,HCMC,Government,South,14.44333,109.891404,69,1940,3493351,TRUE
509,Can Tho,American,Central,11.441289,108.73719,76,2557,6550978,TRUE
510,Da Nang,Explain,Central,15.200234,106.14827,92,1477,8944136,FALSE
511,HCMC,Decide,South,15.988256,105.623294,129,1201,6796529,FALSE
512,Hai Phong,Whether,North,19.916818,105.600053,137,2063,3006101,FALSE
513,Hanoi,According,North,12.431969,109.985486,112,2236,5267953,FALSE
514,Da Nang,Serious,Central,13.18051,106.237218,122,1004,9490027,TRUE
515,Hanoi,Truth,North,15.652887,106.626446,107,948,1184373,FALSE
516,Hai Phong,Hot,North,14.995419,105.869038,108,1081,8543615,TRUE
517,Hai Phong,Site,North,19.540042,107.317524,110,2346,2210325,TRUE
518,Can Tho,Power,Central,21.809915,108.950226,140,963,662822,TRUE
519,Hai Phong,College,North,18.54046,107.74485,74,2564,5068720,FALSE
520,Hanoi,Study,North,20.533127,109.624275,101,1205,1747279,TRUE
521,HCMC,Think,South,12.358905,107.270925,85,2563,5542465,FALSE
522,Hai Phong,Firm,North,16.849032,109.290957,128,1316,8211355,FALSE
523,Hai Phong,Case,North,15.466217,106.166188,67,2742,2905505,TRUE
524,HCMC,Short,South,14.297098,109.092805,104,2385,1092141,FALSE
525,Hanoi,Most,North,20.050898,107.078675,87,2932,8399682,TRUE
526,HCMC,Memory,South,13.18086,108.569233,87,2285,3952756,TRUE
527,Can Tho,Drug,Central,14.735433,108.451282,127,817,4025956,TRUE
528,Can Tho,Card,Central,19.640624,105.223466,100,1082,1053127,TRUE
529,Hanoi,Town,North,21.759196,105.298351,122,1416,724837,FALSE
530,Da Nang,Compare,Central,12.251502,106.666069,67,1309,7210530,TRUE
531,Can Tho,No,Central,10.480568,108.905034,114,2325,4372351,FALSE
532,HCMC,Either,South,16.541467,105.227027,67,1562,7538775,TRUE
533,HCMC,Perhaps,South,19.64926,105.647002,95,2368,4624414,FALSE
534,HCMC,Clear,South,14.103253,106.912232,91,979,892430,FALSE
535,Hanoi,Adult,North,21.411288,107.171,93,2385,7219057,TRUE
536,Hanoi,Manage,North,17.524077,105.323672,65,2874,3718499,TRUE
537,Can Tho,Pick,Central,13.141445,106.718647,136,1203,6033665,FALSE
538,Hai Phong,Place,North,21.156378,109.363236,73,3000,1292752,TRUE
539,Hai Phong,Rock,North,20.368199,108.008937,120,2704,7643297,TRUE
540,HCMC,Its,South,20.338478,109.790865,73,928,4970324,FALSE
541,Da Nang,Head,Central,15.736806,105.331686,102,2447,2742806,TRUE
542,Hanoi,Town,North,11.142497,105.129991,87,1838,3820445,FALSE
543,HCMC,Recently,South,14.29226,108.994522,60,1418,1975057,FALSE
544,HCMC,World,South,17.8757,109.279748,129,1182,4535940,TRUE
545,Da Nang,I,Central,12.402232,108.492574,71,1522,4222960,TRUE
546,HCMC,Do,South,19.117709,106.796452,136,2057,9068272,FALSE
547,Hanoi,Avoid,North,21.733523,108.66217,63,1289,1812208,TRUE
548,Hanoi,Foot,North,21.067001,106.191488,102,1631,4071879,FALSE
549,Can Tho,High,Central,20.496712,106.778622,70,1590,5675274,FALSE
550,Da Nang,We,Central,15.688884,108.345925,109,1983,8790469,FALSE
551,Hanoi,Every,North,19.319845,108.640628,89,1504,6127152,TRUE
552,Hanoi,Physical,North,14.117413,108.339942,61,2996,6493032,FALSE
553,Can Tho,Or,Central,16.310729,108.473285,131,879,7851020,TRUE
554,Hanoi,However,North,18.195961,107.396904,124,1434,2345623,TRUE
555,HCMC,Paper,South,10.602779,108.223202,118,2155,7573160,TRUE
556,Da Nang,Above,Central,20.353866,109.694955,91,967,8321093,FALSE
557,Can Tho,Conference,Central,15.840706,109.572209,129,2439,6192492,FALSE
558,Da Nang,Bed,Central,21.042666,105.317192,90,2350,6976720,FALSE
559,Hai Phong,Each,North,20.077735,109.118542,82,1308,5578012,FALSE
560,HCMC,Phone,South,15.419168,109.50029,89,2445,4561734,FALSE
561,Hai Phong,Fine,North,18.03143,108.258457,97,2394,937168,TRUE
562,Hai Phong,Management,North,15.995912,105.946693,109,2238,3381338,FALSE
563,Hanoi,Couple,North,13.152333,108.750402,100,1718,2055188,FALSE
564,Hai Phong,Put,North,21.256005,109.957611,112,1966,2505484,FALSE
565,Hanoi,Nature,North,15.857601,105.660462,77,2532,8196988,FALSE
566,Da Nang,I,Central,13.996514,109.928722,132,1796,9130226,TRUE
567,Hai Phong,Event,North,13.03209,109.916644,107,1595,1651448,TRUE
568,Hanoi,Pressure,North,18.92267,108.248887,102,1281,5254957,TRUE
569,Hanoi,Three,North,14.791843,108.084846,98,2161,5574878,FALSE
570,Can Tho,Sing,Central,14.070873,105.658883,65,1857,6010363,FALSE
571,Hai Phong,Majority,North,17.665423,109.848635,86,1586,9629549,TRUE
572,Da Nang,Herself,Central,21.132347,107.259222,98,2077,7516010,FALSE
573,Hai Phong,These,North,19.478542,107.904876,65,846,6516510,TRUE
574,Hanoi,Spring,North,13.240768,107.098806,91,1667,8186156,FALSE
575,Hai Phong,Opportunity,North,21.655375,106.279816,107,1189,9662595,TRUE
576,Hai Phong,Three,North,17.381639,106.992782,106,1824,9342649,TRUE
577,HCMC,Whole,South,11.879954,107.703651,136,2190,7155784,FALSE
578,Can Tho,North,Central,17.72064,105.649435,132,1065,9402737,FALSE
579,Da Nang,Student,Central,10.267129,109.1194,133,1370,4610384,TRUE
580,Hanoi,Write,North,20.039496,107.555098,91,1489,7634234,FALSE
581,Hanoi,Artist,North,16.944507,107.860257,123,1629,4342672,FALSE
582,Da Nang,Draw,Central,15.421264,105.296206,123,2845,961304,FALSE
583,Hai Phong,Task,North,16.421415,107.848348,132,1926,4368884,FALSE
584,Hai Phong,From,North,19.140374,106.753147,110,1098,5265202,FALSE
585,Da Nang,Challenge,Central,16.394211,105.728887,91,1532,8125469,FALSE
586,Hai Phong,Five,North,12.735782,109.3765,110,2891,9091706,FALSE
587,Hanoi,Opportunity,North,20.500134,109.707031,125,2273,7760129,FALSE
588,Hai Phong,It,North,10.351242,106.867351,64,1078,1326184,FALSE
589,Can Tho,Ground,Central,11.346466,109.601848,136,1558,6450930,FALSE
590,Hai Phong,Key,North,12.558568,108.491963,79,935,2058216,TRUE
591,Can Tho,Them,Central,14.709417,107.219141,100,1044,3696299,TRUE
592,Can Tho,Play,Central,11.226792,108.663286,76,2775,9444885,TRUE
593,Hai Phong,Reach,North,14.560297,107.731227,113,1611,4845722,TRUE
594,Hanoi,Federal,North,10.205951,106.404456,69,1355,779396,FALSE
595,Da Nang,Wife,Central,11.659027,109.461846,101,2234,1567249,TRUE
596,Hanoi,Space,North,12.489014,106.250131,106,2872,9081217,FALSE
597,HCMC,Miss,South,10.637598,106.539573,66,2208,510902,TRUE
598,Hanoi,He,North,10.434363,109.160541,60,1458,4912591,FALSE
599,Can Tho,Day,Central,14.615607,109.623732,117,2232,6904381,FALSE
600,Can Tho,Team,Central,15.331378,107.969023,75,814,1023889,FALSE
601,Can Tho,Particular,Central,13.887188,109.691585,93,2108,5731304,TRUE
602,HCMC,End,South,17.013251,106.717326,113,2555,5491776,FALSE
603,HCMC,Tell,South,17.413569,106.108297,102,2746,9563641,FALSE
604,Hanoi,Film,North,16.680669,106.70463,112,2722,4958261,TRUE
605,Can Tho,Sort,Central,12.525292,108.907201,96,1021,5311458,TRUE
606,Hanoi,Piece,North,10.852974,105.785617,94,1148,5904997,TRUE
607,Da Nang,Common,Central,13.211099,106.139661,110,2847,4349609,TRUE
608,Da Nang,Itself,Central,11.730643,105.852933,75,1775,1193559,TRUE
609,Da Nang,Yard,Central,21.123288,109.011753,140,2502,3806954,FALSE
610,Hai Phong,Painting,North,15.93124,105.64661,106,1294,8495970,FALSE
611,Can Tho,Rise,Central,15.278853,108.491334,113,1607,9535650,TRUE
612,Hanoi,Real,North,21.771278,106.946323,97,1608,7565341,TRUE
613,Da Nang,Analysis,Central,12.834286,109.251674,78,1143,4603207,FALSE
614,Hanoi,Lose,North,12.252688,109.313647,101,1595,7431917,TRUE
615,Can Tho,It,Central,11.765878,109.996853,65,2124,2306217,FALSE
616,Hanoi,Think,North,18.351676,107.620575,100,1927,2510519,FALSE
617,HCMC,Benefit,South,18.68435,109.098272,103,2752,909552,FALSE
618,Hanoi,Truth,North,12.532676,108.547139,105,2522,7627051,FALSE
619,Hanoi,Above,North,19.413674,108.028449,95,1207,7901105,FALSE
620,Can Tho,Detail,Central,11.794325,105.836125,75,1111,7652594,FALSE
621,Hai Phong,On,North,19.553632,108.576129,102,2012,5556948,TRUE
622,Da Nang,Soldier,Central,21.3547,109.102413,133,1156,9602419,TRUE
623,Hai Phong,Hospital,North,15.118124,106.776342,88,1091,5208744,TRUE
624,Da Nang,Many,Central,18.414428,108.176172,117,2592,1127619,TRUE
625,Can Tho,Mean,Central,21.861948,107.278972,130,2961,6470248,FALSE
626,HCMC,Wish,South,13.465025,109.596378,88,2782,2864222,FALSE
627,HCMC,State,South,21.94133,105.819299,74,838,963096,TRUE
628,HCMC,Our,South,12.609781,105.952864,91,1755,4802314,FALSE
629,Da Nang,Relationship,Central,19.401139,106.838344,140,1166,5371520,FALSE
630,Da Nang,Speech,Central,15.860714,107.811391,101,2244,8648504,FALSE
631,Hanoi,Us,North,20.160758,105.693703,64,2751,2549133,FALSE
632,Hanoi,Which,North,19.477973,107.776209,125,2431,4256945,TRUE
633,HCMC,Education,South,20.794089,105.072978,71,2495,3834756,TRUE
634,HCMC,Even,South,21.601574,105.334722,97,1393,9865326,TRUE
635,Can Tho,Tend,Central,18.79229,108.76709,86,1103,3306620,FALSE
636,Hai Phong,Kid,North,19.879665,109.72748,102,1808,8457105,FALSE
637,Can Tho,Operation,Central,18.145465,108.210668,123,2934,7863646,FALSE
638,Hai Phong,Low,North,19.555169,106.618555,135,1497,8874697,FALSE
639,Hanoi,Other,North,10.419837,107.638192,80,2917,3510723,TRUE
640,Hai Phong,Something,North,11.618799,105.093452,105,1272,3067115,TRUE
641,Can Tho,Practice,Central,20.08314,105.063094,137,2471,5509987,TRUE
642,HCMC,Him,South,14.639652,105.30175,69,2533,3734674,TRUE
643,Da Nang,Condition,Central,15.948498,107.6962,85,1352,6710570,TRUE
644,Hanoi,Admit,North,19.895657,108.294318,67,1064,2004486,FALSE
645,Hai Phong,Home,North,14.050316,105.273809,120,2022,991393,FALSE
646,Da Nang,Senior,Central,20.289002,107.790092,107,1366,4333784,TRUE
647,Da Nang,Expect,Central,21.266561,107.644519,97,908,9697542,TRUE
648,Hai Phong,Matter,North,16.130166,108.174801,67,1171,7653865,TRUE
649,Can Tho,Environment,Central,21.135624,107.127086,65,1252,6420324,FALSE
650,Hanoi,Standard,North,19.216627,105.087113,73,1692,6658245,TRUE
651,Hanoi,War,North,19.779409,105.026741,87,1802,3333947,TRUE
652,Hai Phong,Recent,North,16.160589,109.542441,132,1787,4532217,TRUE
653,Hanoi,Until,North,21.16707,106.581594,105,1721,4710843,FALSE
654,Can Tho,Rise,Central,19.364382,107.404824,85,1929,4176574,TRUE
655,Hai Phong,Meeting,North,15.736092,109.572734,72,2115,2354038,FALSE
656,Hai Phong,Charge,North,15.927971,109.920308,124,2085,2570350,TRUE
657,HCMC,Reality,South,17.731375,107.166753,106,983,8048360,TRUE
658,Hanoi,Unit,North,18.2346,105.042647,92,2447,1046933,FALSE
659,Da Nang,Adult,Central,18.043873,108.754849,85,1485,368910,FALSE
660,Hai Phong,This,North,17.531256,106.490663,72,2518,7252005,TRUE
661,Can Tho,This,Central,19.228271,107.779715,112,2207,8706513,FALSE
662,Da Nang,Everybody,Central,19.583468,108.832879,85,807,4733088,TRUE
663,HCMC,Reality,South,20.293957,108.493169,113,1762,239221,TRUE
664,Hai Phong,Wide,North,17.049837,109.684447,90,1259,9777285,FALSE
665,Da Nang,Air,Central,14.803271,109.761221,82,2940,5958465,FALSE
666,Can Tho,Wait,Central,11.911364,105.444965,60,2343,4476978,TRUE
667,Can Tho,Former,Central,21.994427,105.924661,104,943,8017422,TRUE
668,HCMC,Be,South,13.688747,108.566927,64,2365,3589674,FALSE
669,Can Tho,Try,Central,19.453245,108.434369,111,2729,5148008,FALSE
670,Hai Phong,Later,North,18.248524,107.685708,129,1388,5976626,TRUE
671,HCMC,Apply,South,10.729108,105.230408,117,2726,7997836,TRUE
672,HCMC,Garden,South,20.992034,109.572968,136,1834,4902816,TRUE
673,Da Nang,Win,Central,21.94306,106.757562,67,1854,8352551,FALSE
674,Can Tho,Fact,Central,17.239581,107.709068,79,1752,6448041,TRUE
675,HCMC,Evidence,South,14.025591,106.379899,86,1260,4481723,FALSE
676,Can Tho,Society,Central,13.097283,108.62942,102,1422,5454168,TRUE
677,Hanoi,Professor,North,10.672737,106.088526,79,2795,8608671,FALSE
678,HCMC,Story,South,14.02945,105.28399,128,1097,6633144,FALSE
679,Da Nang,Forget,Central,13.576266,107.326354,82,2482,4305107,FALSE
680,Da Nang,Treat,Central,14.660801,107.039962,65,803,9905400,FALSE
681,HCMC,Eight,South,18.99548,109.21329,139,2819,5582156,FALSE
682,Hai Phong,Good,North,16.277392,107.457376,83,2169,2102540,TRUE
683,Da Nang,Pressure,Central,17.635634,109.419223,104,2577,6912772,FALSE
684,Hanoi,Most,North,13.257888,107.189022,103,2972,8156392,TRUE
685,HCMC,Film,South,20.635814,106.146804,108,2668,2831899,FALSE
686,HCMC,Over,South,19.579421,106.574009,88,2736,9263089,TRUE
687,Can Tho,Question,Central,11.46143,107.529232,135,2285,9072344,FALSE
688,Hai Phong,Over,North,14.201636,106.681727,74,908,5975176,TRUE
689,HCMC,Case,South,16.54676,109.357423,133,2767,295986,TRUE
690,Da Nang,Majority,Central,13.882623,109.036049,108,2252,6091301,TRUE
691,Da Nang,According,Central,10.806083,109.365202,63,1393,2922989,TRUE
692,Hai Phong,Approach,North,20.487923,108.263085,130,2116,9126440,FALSE
693,Hanoi,Everyone,North,19.2791,106.780361,133,2630,2618553,TRUE
694,Hanoi,Three,North,20.537007,108.82885,95,1299,1631097,TRUE
695,Da Nang,They,Central,17.059692,107.960713,112,1925,9818076,TRUE
696,Da Nang,Moment,Central,13.148535,105.770747,92,1776,1563939,FALSE
697,Da Nang,Receive,Central,20.338578,105.587717,91,1247,446029,FALSE
698,Da Nang,Kid,Central,15.389259,109.554306,75,2845,537375,TRUE
699,Can Tho,Yourself,Central,18.45588,106.927698,70,2803,2303788,TRUE
700,Can Tho,Meeting,Central,20.663137,107.947407,89,1115,6351788,FALSE
701,Hanoi,Trial,North,14.006961,108.752868,68,1358,641515,TRUE
702,Hanoi,Century,North,13.302987,108.410062,68,1176,4406791,FALSE
703,Hai Phong,Environment,North,14.100468,107.250942,108,1978,5742248,TRUE
704,Hai Phong,Television,North,20.238712,105.187531,140,1953,8327862,FALSE
705,Can Tho,Vote,Central,15.985168,108.603679,104,1491,151364,FALSE
706,Can Tho,Source,Central,12.563257,107.770961,92,1705,1167317,TRUE
707,HCMC,Pull,South,17.852917,105.295158,64,2048,2699873,TRUE
708,Hanoi,Represent,North,17.255198,106.990896,140,1747,4414386,TRUE
709,HCMC,Brother,South,13.684588,107.026617,90,925,9247504,FALSE
710,Hai Phong,Right,North,21.516559,109.692994,124,2251,8439249,FALSE
711,Hanoi,Fact,North,19.496,109.382164,134,1973,6437747,TRUE
712,Can Tho,Business,Central,20.775715,109.226432,140,1882,5201952,TRUE
713,Da Nang,So,Central,10.729798,108.292689,63,2970,1535030,FALSE
714,Hanoi,Lay,North,18.929283,107.308301,75,1182,6310197,FALSE
715,HCMC,Also,South,18.918186,109.843758,64,2444,6078464,TRUE
716,Hanoi,Man,North,11.873761,106.656695,90,1034,4626797,TRUE
717,Can Tho,Like,Central,10.936001,107.416836,82,2247,5890839,FALSE
718,Da Nang,Turn,Central,13.166453,109.871228,64,2334,8985708,FALSE
719,HCMC,Again,South,13.117407,107.164336,127,2345,7236842,TRUE
720,HCMC,Decade,South,14.266954,109.218123,94,2565,138985,TRUE
721,HCMC,Then,South,12.211864,109.356937,105,2594,6784201,TRUE
722,Hanoi,Claim,North,19.341385,105.061299,71,2308,3010451,TRUE
723,Can Tho,Benefit,Central,10.856224,109.433417,98,1262,9043384,TRUE
724,Hai Phong,Table,North,10.924685,108.46891,122,2075,256959,TRUE
725,HCMC,Join,South,18.158626,108.61486,84,2830,5033037,TRUE
726,Da Nang,Break,Central,14.977024,105.696516,101,1661,2183861,FALSE
727,Hai Phong,Center,North,20.290887,107.539946,118,1877,1286412,TRUE
728,Da Nang,Series,Central,13.841887,107.716162,73,1506,1849061,FALSE
729,HCMC,Environment,South,14.305018,107.089427,66,2501,815564,FALSE
730,Hanoi,Mission,North,18.346899,105.606449,60,2346,3062591,TRUE
731,HCMC,Lead,South,19.400328,106.441953,79,2931,6472937,TRUE
732,Da Nang,Also,Central,20.156523,105.719976,66,1956,8294399,FALSE
733,HCMC,Agree,South,12.755546,106.626532,72,1615,447951,TRUE
734,HCMC,Likely,South,21.479375,108.544775,90,1034,8411833,TRUE
735,Hai Phong,Front,North,20.069993,106.953288,78,2475,4995090,TRUE
736,Hanoi,Only,North,20.644843,109.176196,90,2473,8236013,TRUE
