company_id,company_name,size,founded_year,industry,headquarters,website,revenue,rating,hr_contact,last_active
512,Mann PLC,Small (1-50),2000,Retail,East Brendamouth,https://nguyen.info,177698526,4.36,kevin99@example.net,3/9/2025
513,"Johnson, Fisher and Mendoza",Large (300-1000),1996,Telecom,South Jamesburgh,https://hull-roberts.net,92567448,3.98,fhuff@example.com,10/9/2025
514,Ellis Inc,Small (1-50),1992,Technology,East Michael,https://sanders.biz,82186950,3.01,singletoncarolyn@example.org,8/26/2025
515,"White, Walker and Edwards",Medium (51-300),2019,Healthcare,Lake Brandonfort,https://stone-green.com,358761452,2.83,kimberly89@example.net,10/26/2025
516,Archer PLC,Large (300-1000),2021,Finance,Riveraside,https://luna.org,254005157,3.14,jcarson@example.com,3/29/2025
517,Daniels Inc,Small (1-50),2000,Technology,Fordmouth,https://myers.info,256156947,3.66,jameshunt@example.net,8/13/2025
518,"Ingram, Smith and Roy",Enterprise (1000+),1995,Finance,Ronaldside,https://taylor.com,359179786,4.39,gespinoza@example.com,5/25/2025
519,"Mason, Gill and Lopez",Small (1-50),2010,Healthcare,Garnermouth,https://lopez.info,203445750,3.09,ksmith@example.net,2/1/2025
520,Flores-Simpson,Large (300-1000),2018,Finance,Trevormouth,https://richards-stein.net,204971901,4.63,christine69@example.org,7/12/2025
521,Swanson Inc,Medium (51-300),2005,Finance,West Robertbury,https://robertson.com,424834891,4.81,soneal@example.net,12/15/2024
522,Garcia and Sons,Medium (51-300),1999,Healthcare,Kellytown,https://george.net,442993120,4.97,lewisstephanie@example.net,2/27/2025
523,Wang-Le,Enterprise (1000+),2009,Telecom,New Jonathan,https://bowman.org,94855419,3.89,andrea44@example.com,1/18/2025
524,James-Rose,Small (1-50),2000,Retail,Christopherland,https://graham.com,266333144,4.78,ihawkins@example.org,8/11/2025
525,Snyder-Cole,Small (1-50),1993,Finance,Murphyview,https://roberts.net,215426655,4.97,jaredthomas@example.org,4/6/2025
526,Stone-Garcia,Enterprise (1000+),2013,Healthcare,Bartonport,https://goodwin.com,492825285,3.51,ygraves@example.org,12/3/2025
527,"Harding, Matthews and Chen",Enterprise (1000+),1996,E-commerce,Connerhaven,https://smith.com,219751971,4.92,travis45@example.net,4/18/2025
528,Berry-Anderson,Medium (51-300),1992,Technology,Larsonland,https://dunn-jones.com,436392710,3.62,frenchshannon@example.com,9/19/2025
529,"Long, Cooper and Lindsey",Large (300-1000),2011,Telecom,Warnermouth,https://booth-manning.com,140761299,2.89,thomas15@example.net,4/18/2025
530,Nguyen Ltd,Small (1-50),2016,Finance,Austinburgh,https://pearson.com,218224820,4.19,rmurray@example.org,4/26/2025
531,Davis-Poole,Large (300-1000),2009,Finance,South Bradleyfort,https://stewart-townsend.com,221357357,3.82,marco75@example.org,5/23/2025
532,"Liu, Peterson and Moore",Medium (51-300),2018,Retail,South Linda,https://bennett.net,153380964,2.73,alyssa42@example.net,4/16/2025
533,Clark-Ray,Small (1-50),1995,Telecom,Johnsonhaven,https://griffin-flores.org,412095251,2.67,rogeranderson@example.com,7/7/2025
534,Chandler LLC,Medium (51-300),1994,Telecom,West Kristieland,https://butler-riddle.org,385804150,4.96,markherrera@example.net,6/10/2025
535,Moore-Barrett,Large (300-1000),1996,Technology,East Douglas,https://hamilton.com,59972196,4.25,kevin96@example.com,4/27/2025
536,"Harper, Hernandez and Lee",Medium (51-300),1999,Retail,New Timothyview,https://shah-moore.biz,103698928,3.42,joshua56@example.org,7/10/2025
537,Ruiz-James,Medium (51-300),1998,Retail,Morenochester,https://burns.net,443431709,2.96,lucasandrew@example.org,10/19/2025
538,Gibbs-Castillo,Small (1-50),2007,Technology,West Traci,https://mcintosh.net,26975949,3.78,joshuarivera@example.com,11/2/2025
539,"Schroeder, Burton and Murphy",Small (1-50),2011,Retail,Simonton,https://peterson-henry.info,295262942,3.55,sanchezjames@example.org,1/15/2025
540,"Dyer, Nguyen and Crawford",Medium (51-300),1993,Finance,Warrenfurt,https://reynolds.com,379775747,4.78,kayla24@example.com,4/25/2025
541,Bell-Wells,Medium (51-300),2008,Finance,Port Jeffery,https://gordon.com,248911269,3.7,mallory79@example.org,3/30/2025
542,"Taylor, Smith and Willis",Small (1-50),2015,Retail,Huffmanville,https://hernandez.com,483818813,4.11,theresawhite@example.org,5/10/2025
543,Singh PLC,Enterprise (1000+),2001,E-commerce,Lindsaymouth,https://harris.com,152481377,4.05,gutierrezgabriella@example.org,6/2/2025
544,Jimenez and Sons,Enterprise (1000+),2010,Technology,Melissamouth,https://jones.com,287621547,4.16,rhogan@example.org,8/9/2025
545,Harper LLC,Medium (51-300),1994,E-commerce,Donnamouth,https://russell.biz,23134090,3.91,ejacobs@example.com,4/2/2025
546,Johnson LLC,Small (1-50),1994,E-commerce,Deniseland,https://herring-rios.com,114379904,3.44,sharpkevin@example.net,2/13/2025
547,Schmidt Ltd,Small (1-50),2022,Finance,Mckenziefort,https://gray.com,244707337,4.14,ericbaldwin@example.net,3/7/2025
548,"Baxter, Williams and Reed",Small (1-50),2002,Healthcare,Gregoryton,https://baker.com,356092417,3.92,jerry23@example.net,12/20/2024
549,"Davis, Decker and Allen",Large (300-1000),2019,Finance,New Theresa,https://rivera.com,434484127,2.6,michelle84@example.org,8/13/2025
550,"Hanson, Hobbs and Schmidt",Medium (51-300),2003,Healthcare,West Dalton,https://vasquez-golden.info,298954445,4.22,aliciawatkins@example.com,3/8/2025
551,Gutierrez-Higgins,Enterprise (1000+),2002,E-commerce,Wilkersonstad,https://young-contreras.com,166212725,3.58,clarkjacqueline@example.com,7/30/2025
552,"Hudson, Taylor and Stanley",Medium (51-300),2012,Retail,Beasleyfort,https://garcia-yang.com,462521808,4.33,alexlambert@example.net,4/19/2025
553,Robinson Group,Large (300-1000),2017,Technology,North Stephenshire,https://guzman-dudley.net,447773570,3.29,maryturner@example.org,6/15/2025
554,Lewis LLC,Medium (51-300),2011,Retail,New Frances,https://allen-stark.com,356990525,4.47,candersen@example.com,4/3/2025
555,Chavez Ltd,Large (300-1000),1999,Technology,Dakotaville,https://keller.com,282651544,4.21,thomasmichelle@example.net,7/8/2025
556,Craig-Campbell,Large (300-1000),1999,Finance,Florestown,https://smith.net,124283505,2.91,jessica67@example.net,5/22/2025
557,"Petersen, Roth and Maxwell",Enterprise (1000+),2011,Finance,Ronaldhaven,https://miller.info,170086017,3.49,antonio74@example.net,12/7/2025
558,Esparza Ltd,Enterprise (1000+),2016,E-commerce,Harrisville,https://daniel.info,448681725,2.98,timothywilson@example.org,8/17/2025
559,Edwards-Hill,Large (300-1000),1998,Technology,Tanyamouth,https://salas-montgomery.com,181019034,4.53,jmcdonald@example.com,10/28/2025
560,Robinson-Coleman,Large (300-1000),2016,Healthcare,East Natasha,https://james-turner.org,385197576,2.61,devonstevens@example.org,3/3/2025
561,Rodriguez-Todd,Medium (51-300),2022,Technology,New Harold,https://morgan.com,100365708,2.98,bondsamantha@example.net,10/29/2025
562,"Buchanan, Beck and Lynch",Enterprise (1000+),2000,Finance,New Lori,https://johnson-cain.com,228756281,2.87,suzanne26@example.com,4/2/2025
563,Brooks Ltd,Small (1-50),2017,Technology,South Richard,https://jackson.biz,193006702,3.07,parrishbarbara@example.org,8/13/2025
564,Blanchard Group,Medium (51-300),1990,Telecom,Emilyshire,https://foster.com,92188338,4.8,ashleygarcia@example.com,9/27/2025
565,Fitzgerald-Shaw,Small (1-50),2015,Finance,West Terriburgh,https://lopez.com,468167825,3.4,angela46@example.com,5/31/2025
566,"Mitchell, Gonzalez and Mcmillan",Small (1-50),2007,E-commerce,Calhounburgh,https://hart-saunders.com,182334195,2.98,vtucker@example.net,8/12/2025
567,Mooney-Kennedy,Medium (51-300),2000,Healthcare,Villamouth,https://jenkins-reyes.com,183008262,3.04,patricknguyen@example.com,8/5/2025
568,Bell-Bush,Large (300-1000),2008,Telecom,Figueroachester,https://anderson.net,440139985,2.74,robertphillips@example.com,1/27/2025
569,Holden-Berry,Enterprise (1000+),1998,E-commerce,New Nicoleland,https://moore.net,489989393,4.28,twright@example.net,4/2/2025
570,Wilson Inc,Large (300-1000),2009,E-commerce,Lake Anthonyshire,https://holloway.info,395315126,3.1,bburns@example.org,7/21/2025
571,"Tran, Lynn and Green",Medium (51-300),2016,Healthcare,South Michaelborough,https://brown-walsh.org,422431744,4.2,teresawerner@example.net,7/26/2025
572,Parker Ltd,Large (300-1000),2003,E-commerce,Karenton,https://kelley-gordon.com,410790568,3.72,reginalddavis@example.net,2/1/2025
573,"Mooney, Jones and Love",Enterprise (1000+),1990,Healthcare,Lake Erica,https://dixon.com,99449333,3.56,corey81@example.org,1/10/2025
574,Moreno-Williamson,Enterprise (1000+),1991,Telecom,Brianport,https://watts.org,42527086,4.88,silvaalexandra@example.net,2/22/2025
575,Hernandez PLC,Small (1-50),1992,Telecom,Summerstad,https://kennedy.com,273543003,3.42,michaelsilva@example.org,10/13/2025
576,Rose-Thomas,Medium (51-300),2017,Technology,West James,https://morgan.com,201245971,2.59,ambernunez@example.com,7/15/2025
577,Ware-Powell,Enterprise (1000+),2017,Retail,East Shawnburgh,https://brady.com,216599815,4.57,elizabeth99@example.org,12/16/2024
578,Mendoza Group,Small (1-50),2023,Retail,Williamside,https://wells-jones.com,69112226,3.66,larry35@example.org,8/27/2025
579,Dunn-Hill,Medium (51-300),2010,Healthcare,Rogersfurt,https://martinez-woods.com,14733499,3.56,karadavis@example.org,12/25/2024
580,"Ho, Flynn and Vincent",Enterprise (1000+),2012,E-commerce,Robinberg,https://peterson.com,426545760,3.24,barnestanner@example.com,5/7/2025
581,Bryan and Sons,Medium (51-300),2000,Retail,Port Maryburgh,https://cruz.com,400066548,3,heather48@example.net,3/18/2025
582,Keller-Turner,Enterprise (1000+),2017,Technology,New Cheryl,https://perez.com,186015484,4.82,ymarshall@example.org,11/6/2025
583,"Garza, Taylor and Mcconnell",Enterprise (1000+),2018,Healthcare,Justinmouth,https://miller.com,11963567,4.2,brendamay@example.net,10/26/2025
584,"Fisher, Ho and Gray",Medium (51-300),1990,Finance,Tommyport,https://harvey.com,133239017,4.39,wortiz@example.org,12/21/2024
585,Williams-Phillips,Enterprise (1000+),2020,Finance,Port Sarah,https://rios.com,203210206,3.51,jjones@example.net,1/12/2025
586,Flores-Gonzalez,Medium (51-300),1999,E-commerce,Robertville,https://massey.com,291339831,2.82,christopher85@example.org,6/26/2025
587,Vasquez Ltd,Medium (51-300),1991,Technology,Gonzalezhaven,https://williams.info,97029283,4.27,pfernandez@example.org,8/2/2025
588,Cordova Inc,Enterprise (1000+),2012,Healthcare,Wilsonville,https://riggs.net,458637977,3.76,ubrown@example.org,5/30/2025
589,Carter and Sons,Medium (51-300),2004,Retail,Hallville,https://jones-ellison.biz,113674425,3.52,johnsonjoseph@example.org,6/13/2025
590,Contreras PLC,Enterprise (1000+),2008,Technology,East Tylerhaven,https://terrell.net,184568344,3.29,tina09@example.org,7/8/2025
591,"Villarreal, Bennett and Johnson",Enterprise (1000+),2014,Finance,West Sarahchester,https://freeman.com,314939837,2.87,leonstephanie@example.net,4/18/2025
592,Jones-Rodriguez,Enterprise (1000+),1993,Technology,East Cynthia,https://reyes.com,343396565,2.75,brownmichael@example.com,5/19/2025
593,Hernandez and Sons,Small (1-50),2022,E-commerce,New Andrewshire,https://ponce-clarke.org,24179182,2.77,beardangela@example.com,1/19/2025
594,"Ryan, Reeves and Phillips",Enterprise (1000+),2007,Healthcare,Port Jody,https://lewis-garcia.com,182174912,3.98,lisastevens@example.net,10/11/2025
595,Harvey PLC,Large (300-1000),2004,E-commerce,Rickychester,https://coleman.com,207174235,4.57,jonesmary@example.net,11/22/2025
596,Garcia-Ramirez,Small (1-50),2000,Finance,Hallmouth,https://barton-cruz.com,24493350,2.95,ortizgabriela@example.com,7/3/2025
597,Espinoza Group,Small (1-50),2021,Retail,West Susan,https://ramirez.com,272642091,4.44,brenda47@example.org,8/22/2025
598,Chavez LLC,Large (300-1000),2007,Technology,Perryland,https://roberts.com,334440066,3.49,huntermorrison@example.com,10/20/2025
599,"Bryant, Knox and Ramos",Large (300-1000),2020,Finance,Matthewsbury,https://davis.com,310883089,4.32,gregoryshannon@example.com,3/30/2025
600,"Garcia, Woods and Conway",Enterprise (1000+),2007,Finance,East Marcusberg,https://campbell.net,345530431,4.73,nevans@example.org,9/6/2025
601,Fletcher PLC,Enterprise (1000+),2023,Telecom,Joanmouth,https://flynn-young.com,73826609,2.74,xharris@example.net,7/22/2025
602,Conner Inc,Enterprise (1000+),1994,Healthcare,South Peter,https://jennings-gibson.com,497642929,3.23,davidestrada@example.net,5/27/2025
603,Black LLC,Small (1-50),2023,Healthcare,Edwardmouth,https://avila.com,469993831,3.46,jamesschmidt@example.org,11/22/2025
604,"Green, West and Torres",Enterprise (1000+),1991,E-commerce,Amyland,https://burch-rodriguez.org,230228310,3.11,guzmankenneth@example.org,7/31/2025
605,Guzman-Perez,Large (300-1000),1999,E-commerce,Montgomeryborough,https://owens.info,358538696,3.73,watsonsarah@example.net,5/6/2025
606,Olson LLC,Large (300-1000),2014,E-commerce,Virginiachester,https://heath.com,288025010,2.96,jacksonjulie@example.org,7/25/2025
607,Mcdonald PLC,Large (300-1000),2014,Telecom,New Deborah,https://sweeney.com,201731869,2.94,vanessa69@example.com,8/9/2025
608,"Phillips, Lindsey and Wong",Medium (51-300),2009,Retail,Ericberg,https://conrad-johnson.com,283351843,3.84,melissahoffman@example.net,8/27/2025
609,Martin PLC,Enterprise (1000+),2021,Finance,Danielleburgh,https://williams.com,471228183,4.53,williamsdouglas@example.org,3/11/2025
610,Lee Group,Large (300-1000),1996,Technology,Christianville,https://hernandez.com,237567922,4.05,farleygary@example.org,5/26/2025
611,Ortega-Davis,Enterprise (1000+),2017,Technology,West Phillipland,https://cook.biz,255273590,4.45,david74@example.com,4/13/2025
612,"Oliver, Morgan and Burton",Large (300-1000),2000,Retail,East Craigside,https://mckee.com,200129194,4.29,darin79@example.com,3/14/2025
613,"Allen, Dudley and Harris",Large (300-1000),2009,Technology,North Anthonyfurt,https://hampton.org,480054019,4.54,cramos@example.org,3/10/2025
614,"Howard, Carter and Hahn",Enterprise (1000+),2010,Telecom,North Michaelview,https://austin-adams.info,88972165,4.18,dianethompson@example.org,6/12/2025
615,Tyler Group,Large (300-1000),2001,Healthcare,Charleshaven,https://rush.com,188720405,4.25,darin32@example.org,3/5/2025
616,Reid-Perez,Enterprise (1000+),1995,Finance,Sanchezport,https://smith.com,227316269,4.01,cbailey@example.net,6/16/2025
617,Anderson Inc,Enterprise (1000+),1990,Retail,North Coryborough,https://cordova.net,498167970,2.78,deborahfowler@example.com,7/12/2025
618,Newton-Graham,Small (1-50),2005,Telecom,South Christy,https://phillips-costa.biz,393539202,2.67,gswanson@example.net,3/31/2025
619,Mejia-Howard,Small (1-50),1995,Technology,Garzamouth,https://ryan.com,56138779,4.51,rhayes@example.org,8/10/2025
620,"Black, Oneal and Moore",Small (1-50),2023,Retail,West Michelemouth,https://roman-hill.info,471225427,4.6,tmerritt@example.com,1/14/2025
621,"Perry, Lopez and Young",Enterprise (1000+),2022,Technology,New Debra,https://brown.org,111255770,4.86,weaverbarbara@example.net,3/7/2025
622,Nichols Inc,Small (1-50),1990,E-commerce,Lake Benjamin,https://alvarez.org,437627549,3.58,starkchristian@example.net,6/7/2025
623,"Moses, Harris and Navarro",Enterprise (1000+),2017,Healthcare,West Williamton,https://combs.net,243208680,2.69,xmaxwell@example.com,1/14/2025
624,Green-Williams,Enterprise (1000+),2023,Retail,New Michelle,https://robertson.info,260765982,2.96,wwilliams@example.org,6/2/2025
625,Gates Ltd,Enterprise (1000+),2004,Finance,Hesterburgh,https://weber.com,123191872,3.78,lauragarcia@example.org,12/16/2024
626,"Smith, Maxwell and Bates",Enterprise (1000+),2008,Retail,Jonesshire,https://moore.com,264246929,3.25,fthompson@example.com,8/25/2025
627,"Guzman, Miller and Miller",Medium (51-300),2000,Healthcare,Lake Joseph,https://lewis.com,197983741,3.85,heatherarnold@example.net,4/1/2025
628,Jenkins-Mann,Small (1-50),1995,Finance,North Maryfurt,https://ponce.com,229611985,2.99,chelsea74@example.org,6/5/2025
629,Taylor Ltd,Medium (51-300),2016,Technology,Danielport,https://thornton.biz,434972606,2.78,blakemichael@example.net,12/28/2024
630,Anderson and Sons,Large (300-1000),1998,Finance,West Brianfurt,https://johnson-zavala.org,416211788,3.7,iharvey@example.org,8/5/2025
631,Smith-Richardson,Medium (51-300),1993,Telecom,Alexmouth,https://krueger.com,97089264,4.4,frankmeyers@example.com,9/4/2025
632,"Nixon, Davenport and Mullins",Medium (51-300),2006,Technology,New Andrewborough,https://ramirez-price.net,409912777,4.73,deborah94@example.net,5/23/2025
633,"Baker, Miller and Yates",Small (1-50),1997,Healthcare,Gutierrezton,https://ware.net,81867545,2.61,oevans@example.org,9/18/2025
634,"Deleon, Petersen and Marks",Enterprise (1000+),2000,E-commerce,South Kevinbury,https://garcia.com,244661091,4.88,iwells@example.org,10/1/2025
635,"Mcmillan, Cain and Fox",Large (300-1000),2005,Healthcare,Mackchester,https://stewart-rios.com,189452974,3.24,amandadelgado@example.com,12/2/2025
636,Miller and Sons,Small (1-50),2007,Healthcare,Williamsland,https://fowler.info,79430994,3.47,vking@example.org,4/11/2025
637,Franco-Davis,Large (300-1000),2003,Retail,Brooksside,https://johnson.com,321876741,3.66,kemppatrick@example.com,10/11/2025
638,"Soto, Baker and Todd",Large (300-1000),2018,E-commerce,Jasonmouth,https://roberts-pennington.com,107013092,4.01,jessica89@example.org,9/22/2025
639,"Collins, Shaw and Long",Large (300-1000),2007,Retail,Fowlerville,https://khan.info,374862410,2.58,donna84@example.org,7/13/2025
640,Ramirez LLC,Small (1-50),1990,Retail,Floresfort,https://perez.biz,265069085,3.86,hbrennan@example.org,7/7/2025
641,Ramirez-Stewart,Enterprise (1000+),1999,E-commerce,Huntburgh,https://johnson.net,70573065,4.62,morriscynthia@example.org,6/25/2025
642,Frye Inc,Enterprise (1000+),1998,E-commerce,Stephanieside,https://vang-ramsey.biz,304737581,3.13,isabellanichols@example.net,7/14/2025
643,"Davis, Freeman and King",Large (300-1000),1992,Finance,Nelsonburgh,https://roberts.com,238655373,3.46,julia07@example.org,10/1/2025
644,Chang-White,Enterprise (1000+),2013,Finance,Shelbybury,https://jackson.net,437115321,4.48,brendaabbott@example.org,9/11/2025
645,Gonzalez-Clarke,Small (1-50),1992,Retail,Jacobsonfort,https://rangel-robinson.org,387728123,4.97,ashleyjordan@example.com,12/3/2025
646,Smith-Hudson,Large (300-1000),1996,Healthcare,Geraldchester,https://copeland.biz,283051990,2.73,daniellerivera@example.com,11/3/2025
647,"Villarreal, Coffey and Warren",Small (1-50),2002,Healthcare,Courtneyborough,https://richardson.com,467818051,3.17,holtscott@example.net,9/22/2025
648,"Huff, Brown and Owens",Large (300-1000),2022,E-commerce,Chrismouth,https://phillips.org,300631593,4.43,sean10@example.net,6/12/2025
649,"Saunders, Evans and Webster",Small (1-50),2017,Retail,Lake Jessica,https://sanchez-collins.com,354712631,3.82,kkim@example.net,12/7/2025
650,Garrett-Ramsey,Medium (51-300),2022,Retail,New Jamesberg,https://harris-colon.com,35882379,3.93,vshepherd@example.com,1/5/2025
651,"Johnson, Hall and Arnold",Small (1-50),1992,Telecom,East Donald,https://murray-ramirez.com,196458348,3.44,chanwilliam@example.com,8/16/2025
652,Wilson Ltd,Enterprise (1000+),2019,Retail,Rachelland,https://duncan-king.org,351321727,3.36,dwatson@example.net,4/26/2025
653,Allen Ltd,Small (1-50),1998,Finance,South Feliciastad,https://williams.info,237966646,4.95,tiffany53@example.net,6/20/2025
654,"Gonzales, Robinson and Chapman",Enterprise (1000+),2022,Healthcare,Jamesshire,https://gill.com,396802183,4.77,xbailey@example.net,2/12/2025
655,Murphy-Atkins,Enterprise (1000+),1994,Healthcare,Lake Brittany,https://watson.com,193273937,2.88,jgriffin@example.net,12/2/2025
656,"Delgado, Hall and Long",Large (300-1000),2019,Healthcare,Julietown,https://elliott.com,310383713,3.7,rodriguezsamantha@example.com,4/11/2025
657,Poole Group,Small (1-50),1994,Telecom,Port Michaelshire,https://williams.com,9083231,3.4,robertswendy@example.net,9/7/2025
658,"Jones, Wood and Williams",Small (1-50),2010,Technology,Benjaminstad,https://townsend-clements.com,375371913,4.29,hmiller@example.com,6/13/2025
659,Patton-Morris,Medium (51-300),2010,Retail,Lake Keith,https://jones.com,383685946,3.95,dawn80@example.net,8/20/2025
660,"Norman, Jones and Bautista",Enterprise (1000+),1995,Technology,North Rebeccachester,https://cannon.com,108252448,2.56,michelle47@example.org,4/13/2025
661,Gregory Group,Small (1-50),2023,E-commerce,North David,https://strong.biz,63284786,3.84,andreastafford@example.com,12/16/2024
662,Terrell-Gomez,Medium (51-300),2012,Technology,Lake Alanview,https://stephenson.biz,46598074,4.06,kellercarrie@example.net,10/1/2025
663,"Murillo, Wood and Mayer",Enterprise (1000+),2009,Finance,Juliaview,https://anderson-rodriguez.net,52274929,3.4,john17@example.org,2/16/2025
664,"Hughes, Robertson and Fernandez",Small (1-50),2013,Finance,Michaelville,https://harvey.com,72740438,4.58,johnsonbobby@example.net,4/4/2025
665,Dunlap-Johnson,Medium (51-300),2000,Telecom,West Stephanie,https://crawford-sloan.com,499819840,2.52,andrew90@example.org,4/2/2025
666,Fisher LLC,Large (300-1000),2015,Telecom,North Elizabethfurt,https://george.com,67087581,3.13,timothy89@example.com,3/10/2025
667,Hamilton-Simmons,Large (300-1000),1993,E-commerce,New Alexis,https://anderson.biz,457144298,3.78,allisonmanuel@example.com,4/29/2025
668,"Hall, Davis and Lewis",Enterprise (1000+),2002,Technology,South Kennethhaven,https://cole.info,295578433,4.67,michael13@example.net,8/1/2025
669,Brooks Group,Small (1-50),1991,Retail,New Allisonbury,https://moore.com,448710451,3.54,jsummers@example.com,10/24/2025
670,Odonnell-Schmitt,Enterprise (1000+),1990,E-commerce,Vaughanland,https://lang-brandt.com,450470674,4.09,joyceprice@example.com,11/30/2025
671,Cannon-Garcia,Enterprise (1000+),2010,Healthcare,West Randall,https://gregory.com,105438567,4.9,davisaaron@example.com,9/23/2025
672,Guerrero Inc,Medium (51-300),1993,Telecom,New Loganstad,https://dunn.com,133798809,4.78,dgill@example.net,7/18/2025
673,Beasley and Sons,Enterprise (1000+),2014,E-commerce,Lake Kristy,https://reed.com,467705802,3.44,matthew53@example.org,12/2/2025
674,"Davis, Brock and Nguyen",Enterprise (1000+),2021,Technology,North Samanthaland,https://mason-houston.com,215953006,4.45,elizabeth82@example.net,3/27/2025
675,Morgan Inc,Large (300-1000),1992,Retail,Brandonhaven,https://martinez.org,316047296,4.37,joshua03@example.org,9/12/2025
676,Vincent Group,Enterprise (1000+),2012,Retail,North Brian,https://moore-tyler.com,300711317,2.9,kim75@example.org,1/31/2025
677,Pacheco PLC,Enterprise (1000+),2018,Retail,Port Robertview,https://johnson.info,124871117,3.21,nguyenchristine@example.com,9/13/2025
678,Strickland and Sons,Medium (51-300),2020,Technology,Thomasburgh,https://munoz.com,2220119,2.69,alexandersnyder@example.com,7/24/2025
679,Rogers-Martinez,Medium (51-300),2003,Healthcare,Michellefurt,https://martin.com,176046417,4.96,deborahedwards@example.com,9/22/2025
680,"Mcgrath, Martinez and Lee",Small (1-50),2012,E-commerce,South Ronaldmouth,https://stephens.com,3719324,4.94,riveradouglas@example.com,10/18/2025
681,Montgomery-Rodriguez,Medium (51-300),2007,Healthcare,New Alexanderton,https://goodman.com,129832715,4.85,timothyreynolds@example.com,7/14/2025
682,"Rodriguez, Lowe and Ryan",Enterprise (1000+),1994,Retail,Angelaborough,https://duncan.com,430534444,2.97,robertstewart@example.org,12/18/2024
683,Bridges LLC,Small (1-50),2016,Finance,Penningtonport,https://marquez-collins.com,494589979,4.02,meghan94@example.org,1/16/2025
684,Houston-Walker,Small (1-50),2004,Retail,East Karenborough,https://shah-carr.com,60260940,3.99,eric45@example.net,10/25/2025
685,Davis-Stevens,Small (1-50),2021,Healthcare,Martinezland,https://campbell.com,212915831,4.79,natasha20@example.org,4/12/2025
686,"Dougherty, Hawkins and Boyd",Enterprise (1000+),2020,Technology,Port Monica,https://watts-walker.com,147688067,3.61,pmiller@example.org,10/17/2025
687,"Rodriguez, Dyer and Barr",Medium (51-300),1998,Retail,Nicholsonberg,https://campbell-maldonado.com,149407572,3.8,gregorykelley@example.com,8/6/2025
688,"Morris, Henry and Spence",Small (1-50),2011,Finance,Kevinmouth,https://hoffman-suarez.biz,59809975,4.49,bgardner@example.net,12/12/2024
689,Hinton-Larson,Medium (51-300),2001,Technology,Port Michaelmouth,https://fuller.com,225528562,3.25,deborah21@example.net,1/14/2025
690,Morrow Inc,Enterprise (1000+),2023,Retail,Holtborough,https://adams-williams.net,46203837,2.91,ethanwillis@example.net,12/25/2024
691,Garcia-Rodriguez,Medium (51-300),2003,Retail,Clarkmouth,https://dixon-williams.com,98714445,4.9,timothy04@example.com,7/2/2025
692,Jones and Sons,Medium (51-300),2001,Technology,Erikton,https://ortiz.org,289469513,2.71,michelle62@example.net,6/3/2025
693,"Cooper, Terry and Gilmore",Enterprise (1000+),2020,E-commerce,Millerport,https://lewis-carpenter.com,181805711,4.98,lauranelson@example.com,5/8/2025
694,Hernandez-Robbins,Small (1-50),2023,Retail,Lake Barbara,https://hoffman.com,376469805,3.49,robertmoore@example.com,9/30/2025
695,Mosley Group,Large (300-1000),1991,Healthcare,East Tyler,https://mcguire.com,215934701,3.99,wcoleman@example.org,2/1/2025
696,Odom Ltd,Small (1-50),1993,Retail,Dariusstad,https://hull-harrell.com,440809099,4.72,johnathanmarks@example.com,5/10/2025
697,Wilkins Ltd,Enterprise (1000+),2021,Technology,North Alejandrostad,https://gonzalez.com,191558612,4.19,stephaniecook@example.com,2/17/2025
698,"Wilson, Macias and Jones",Enterprise (1000+),2018,Telecom,Lake Nicole,https://wilson.biz,480378189,4.11,emiller@example.net,3/29/2025
699,"Smith, Potter and Sanford",Enterprise (1000+),1992,Retail,Lake Kristenstad,https://gonzalez.com,461420882,3.54,michaelmorris@example.org,8/30/2025
700,Hood Group,Medium (51-300),1993,Technology,Rodgersborough,https://norris.org,498125899,4.78,james86@example.net,8/6/2025
701,Trujillo Inc,Medium (51-300),1991,Technology,East Cliffordmouth,https://torres.com,220438409,3.54,victoria17@example.net,3/11/2025
702,"Cunningham, Brewer and Wells",Small (1-50),2006,Technology,Nelsonhaven,https://schmidt.com,104905483,3.15,navarrobrenda@example.org,8/9/2025
703,"Acosta, Bennett and Smith",Enterprise (1000+),2001,Healthcare,Richardsonchester,https://ware-reynolds.com,358372870,4.92,whowell@example.org,9/10/2025
704,"Estrada, King and Zimmerman",Large (300-1000),1998,E-commerce,Lake Wandaview,https://franklin-orr.com,99419688,4.52,kelly07@example.org,3/2/2025
705,Parker-Mcguire,Large (300-1000),2010,E-commerce,East Danielberg,https://ortiz-carroll.com,450580208,2.79,patrick70@example.com,3/5/2025
706,Escobar-Anderson,Small (1-50),2013,E-commerce,New Victoria,https://huber-harris.net,200291205,3.32,nicholasthomas@example.org,11/5/2025
707,"Johnson, Romero and Rodriguez",Enterprise (1000+),1999,Healthcare,North Edgar,https://martin-george.com,128819321,3.93,jessedorsey@example.org,3/4/2025
708,Washington-Rice,Small (1-50),2022,Retail,Rochaland,https://smith.com,182776137,3.68,coreyscott@example.org,4/13/2025
709,"Russell, Pope and Vang",Medium (51-300),2002,Technology,South Jamesview,https://english.com,7016996,3.75,amberburch@example.net,5/31/2025
710,Thompson-Velazquez,Large (300-1000),2021,Finance,Carrollside,https://salas.com,272620487,3.43,dawn35@example.net,7/15/2025
